Original Row Number,02 Gender,03 Height (in.),04 Weight (lbs.),05 Desired Weight (lbs.),06 Class Level,07 Born in TN?,08 Member of Frat/Sorority?,09 Current GPA,10 Where Do You Sit?,11 Type Of Computer Used?,12 Text Messages Sent Per Day,13 $ Spent on Haircut,14 Percent of Tuition You Pay,15 One or More Parents College Grad?,16 Hours Working a Job Per Week,17 Minutes Per Day on "Facebook",18 Talk on Cell Phone While Driving?,19 Read Text Messages While Driving?,20 Send Text Messages While Driving?,21 Number of Tattoos,22 Number of Body Piercings,23 Grade in Math 125,24 Expected Grade in Stat 201,25 Left or Right Handed?,26 Hand You Hold Phone to Ear,27 Which Wrist Wear Watch,28 Introvert or Extravert,29 Fold or Crumple Toilet Paper,30 Hours per Week Playing Video Games,31 Fold Hands - Thumb on Top?,32 Fuel Efficiency (mpg),33 Distance from Home to UT,34 Hair Color,35 Own an e-Reader?,36 Percentage Dateable,37 Cell Phone Contacts,38 Cell Phone Contacts Gender Majority,39 Right Foot Bigger Toe,40 Left Foot Bigger Toe,41 Percent UT You Are More Attractive Than,42 Percent UT You Are More Intelligent Than,43 Percent UT You Are More Athletic Than,44 Percent UT You Are Funnier Than,45 Percent UT You Are More Wealthy Than,46 Change in Pocket/Purse,47 Significant Other?,48 Your Own Attractiveness Rating,49 Number of Vol Football Games Attended,50 Favorite TV Show,Studentized Resid 42 Percent UT You Are More Intelligent Than,h 42 Percent UT You Are More Intelligent Than,Cook's D Influence 42 Percent UT You Are More Intelligent Than
71,Male,72,250,250,Sophomore,Yes,No,3.93,Somewhere Different All The Time,PC,37,15,0,Yes,0,0,Never,On Rare Occasions,On Rare Occasions,0,0,A,A,Right,Right,Right,Introvert,Fold,5,Left,25,0,Brown,No,10,40,Females,Big Toe,Big Toe,50,90,1,68,36,15,Yes,50,0,Man vs Food,1.2155354836,0.0517336977,0.0033586693
72,Female,65,130,125,Junior,No,Yes,3.35,The Front Row,PC,200,60,0,Yes,0,5,Frequently,Frequently,Occasionally,0,6,A,A-,Right,Right,Left,Extravert,Varies,2,Right,0,14,Brown,No,60,455,Same,Second Toe,Second Toe,40,40,30,50,50,4,No,60,20,One Tree Hill,-0.168053001,0.0327798951,0.0000398808
73,Male,71,165,165,Other,Yes,No,2,Near the Front,PC,5,18,50,Yes,21,50,Frequently,On Rare Occasions,Never,0,0,C+,B,Right,Right,Left,Extravert,Crumple,0.5,Right,27,3.8,Brown,No,30,20,Same,Second Toe,Second Toe,50,60,30,70,80,0.54,Yes,75,0,good eats with alton brown,0.1489181253,0.0211647899,0.0000199797
74,Female,61,110,110,Sophomore,Yes,No,3.7,Around the Middle,Mac,150,45,0,Yes,6,45,Frequently,Practically Every Time I Drive,Frequently,0,4,A-,A-,Right,Right,Left,Extravert,Crumple,0,Left,25,120.5,Blond,No,30,97,Same,Big Toe,Big Toe,60,65,75,70,70,2.23,No,80,12,Dexter,-0.234877188,0.0160690415,0.0000375401
75,Female,64,120,115,Junior,Yes,No,3.57,Around the Middle,PC,30,40,0,Yes,0,90,Frequently,Frequently,Occasionally,1,2,A,B+,Right,Right,Left,Introvert,Crumple,2,Left,15,7.65,Brown,Yes,50,250,Females,Big Toe,Big Toe,50,50,20,40,60,2,No,70,5,Friends,-0.160565266,0.0145428041,0.0000158527
76,Male,74,140,170,Freshman,Yes,No,3.5,Around the Middle,Mac,30,12,0,Yes,0,45,Occasionally,Occasionally,Occasionally,0,0,A,A,Right,Right,Left,Introvert,Varies,10,Left,23,11,Brown,No,30,70,Males,Second Toe,Second Toe,30,20,40,30,30,0,No,70,35,Lost,-1.364157614,0.0210535258,0.0016675688
77,Female,70,170,150,Sophomore,Yes,Yes,3.25,Around the Middle,Mac,25,50,0,Yes,0,90,Frequently,Frequently,Occasionally,0,2,B,B-,Right,Varies,Right,Introvert,Varies,0,Right,25,378,Brown,No,20,45,Females,Second Toe,Second Toe,40,60,15,20,15,2.35,No,65,12,True Blood,0.9661507903,0.015511134,0.0006127895
78,Female,62.5,140,130,Sophomore,Yes,Yes,3.43,Near the Front,PC,50,10,0,Yes,10,60,Occasionally,Occasionally,Occasionally,0,2,B,A-,Right,Right,Left,Extravert,Crumple,0,Right,26,14.7,Blond,No,65,249,Same,Big Toe,Big Toe,33,65,40,30,10,1,No,50,10,House,1.1473234881,0.0182281831,0.0010183413
79,Male,72,148,160,Sophomore,No,Yes,2.67,Around the Middle,PC,150,13,0,Yes,10,180,Occasionally,Occasionally,Frequently,0,0,A,A,Right,Left,Left,Extravert,Fold,10,Left,27,179.19,Black,No,50,167,Males,Big Toe,Big Toe,75,50,80,25,25,0,Yes,75,7,Sportscenter,-0.11806773,0.0275643677,0.0000164641
80,Female,61,145,125,Sophomore,Yes,No,3.93,Near the Front,Mac,13,20,20,Yes,25,30,Occasionally,On Rare Occasions,On Rare Occasions,0,2,B+,A,Right,Right,Left,Extravert,Crumple,0,Right,26,172,Brown,No,5,290,Males,Second Toe,Second Toe,20,90,85,20,30,0,No,70,9,Modern Family,2.1097445406,0.0312283801,0.0059782841
81,Male,72,180,175,Sophomore,No,No,3.96,Around the Middle,Mac,300,18,25,Yes,0,180,Occasionally,Practically Every Time I Drive,Practically Every Time I Drive,2,2,A,A,Right,Varies,Right,Extravert,Varies,5,Right,17,620,Brown,No,30,536,Females,Second Toe,Second Toe,60,50,60,40,30,0.25,No,80,8,NCIS,-0.15078435,0.0428895308,0.0000424513
82,Male,68,142,150,Sophomore,Yes,No,3.66,Near the Front,PC,5,15,0,Yes,20,0,On Rare Occasions,On Rare Occasions,Never,0,0,A-,A,Right,Varies,Left,Introvert,Fold,0,Right,18,201,Brown,No,25,82,Same,Big Toe,Big Toe,50,15,15,50,50,7,No,1,2,The Big Bang Theory,-2.545314641,0.0439380844,0.0124058581
83,Female,64,128,115,Junior,Yes,No,3.45,Around the Middle,Mac,20,30,0,Yes,25,65,Frequently,Frequently,Frequently,0,2,C+,B+,Right,Right,Left,Introvert,Fold,1,Left,25,28,Blond,No,20,93,Same,Big Toe,Big Toe,85,75,50,65,45,0.87,No,90,10,Friends,0.2277476327,0.0154568032,0.0000339298
84,Female,67,140,130,Junior,Yes,No,3,Near the Front,Mac,150,20,50,Yes,10,120,Frequently,Practically Every Time I Drive,Practically Every Time I Drive,0,2,B+,B+,Right,Right,Left,Extravert,Fold,0,Left,25,142,Brown,No,5,145,Same,Big Toe,Big Toe,30,25,20,0,30,0,No,80,15,gossip girl,-0.505951657,0.0167212258,0.0001813837
85,Female,62,122,110,Other,No,No,2.93,Near the Front,PC,200,10,100,No,30,75,Occasionally,Practically Every Time I Drive,Practically Every Time I Drive,0,4,B-,B+,Ambidextrous,Right,Left,Introvert,Crumple,2,Left,32,21,Blond,No,20,216,Males,Same,Same,10,20,15,5,3,2.18,No,65,0,True Blood and Vampire Diaries (only shows I watch),-0.505266944,0.0263669896,0.0002880685
86,Female,64,126,115,Sophomore,Yes,No,3.14,Near the Back,PC,30,50,0,Yes,0,60,On Rare Occasions,On Rare Occasions,On Rare Occasions,0,4,A-,A,Right,Right,Left,Introvert,Varies,0.5,Left,0,20.8,Blond,No,25,160,Same,Same,Same,25,20,10,15,40,7.25,No,85,6,Dexter,-0.677304149,0.0187014085,0.000364275
87,Male,70,185,175,Senior,Yes,No,1.77,Around the Middle,PC,7,10,100,Yes,24,15,Frequently,Frequently,Occasionally,0,0,A,A,Right,Left,Left,Introvert,Crumple,0,Right,14,21.7,Blond,No,20,250,Same,Second Toe,Second Toe,90,85,85,60,30,0.95,No,90,27,How I Met Your Mother,1.0066336585,0.0233738268,0.0010104926
88,Male,67,135,145,Junior,No,No,3,Around the Middle,Mac,10,20,0,Yes,0,5,Occasionally,Frequently,Occasionally,0,0,B+,B+,Right,Right,Left,Extravert,Crumple,5,Left,28,17.7,Red,No,8,226,Same,Big Toe,Big Toe,80,60,25,80,40,0,No,72,1,Stella,-0.521553398,0.0204316496,0.0002364041
89,Male,68,142,150,Sophomore,Yes,No,3.66,Near the Front,PC,5,15,0,Yes,20,0,On Rare Occasions,On Rare Occasions,On Rare Occasions,0,0,B+,A,Right,Varies,Left,Introvert,Fold,0,Right,18,201,Brown,No,50,82,Same,Big Toe,Big Toe,75,12,15,50,50,7,No,1,2,The Big Bang Theory,-3.173527063,0.0565775914,0.0251658404
90,Male,73,185,180,Senior,No,Yes,2.47,Near the Back,PC,20,10,0,Yes,0,15,Occasionally,Occasionally,Occasionally,2,0,C+,B+,Left,Left,Right,Introvert,Fold,45,Right,14,5,Blond,No,50,87,Same,Second Toe,Second Toe,80,90,85,95,75,2.75,No,86,15,pardon the interruption,0.321545425,0.1374308262,0.0006863785
91,Female,60,155,140,Junior,Yes,Yes,2.98,Near the Front,Mac,100,50,0,Yes,15,90,Occasionally,Occasionally,Occasionally,0,2,C+,B,Right,Varies,Left,Extravert,Varies,0,Left,28,278,Brown,No,25,675,Same,Second Toe,Second Toe,45,50,90,95,60,20,No,72,17,Teen Mom,-0.836721834,0.0501877413,0.001541384
92,Male,66,130,140,Freshman,Yes,No,3.75,The Front Row,Mac,100,15,0,Yes,0,60,Occasionally,On Rare Occasions,On Rare Occasions,0,0,A-,A,Right,Varies,Left,Introvert,Varies,5,Left,25,62,Brown,No,25,120,Males,Second Toe,Second Toe,40,75,10,50,50,0,Yes,65,1,Lost,1.1073833358,0.0160124995,0.0008314847
93,Female,61,115,115,Junior,Yes,Yes,3.03,Near the Back,PC,25,15,0,Yes,12,2,Occasionally,Frequently,Occasionally,0,2,A,A,Right,Varies,Left,Introvert,Fold,3,Right,0,11.7,Black,No,30,165,Females,Big Toe,Big Toe,75,75,75,50,50,2.37,No,75,3,Fresh Prince of Bel Aire,0.6013494955,0.0195444426,0.0003003572
94,Female,68.5,150,135,Junior,No,Yes,3.3,Near the Front,Mac,250,45,0,Yes,15,120,Practically Every Time I Drive,Practically Every Time I Drive,Practically Every Time I Drive,0,2,A,A,Right,Right,Left,Extravert,Fold,0,Left,30,15.8,Blond,No,30,260,Females,Big Toe,Big Toe,75,85,50,85,85,1.25,No,87,50,Gossip Girl,0.9770013121,0.020537774,0.0008339591
95,Female,64,135,120,Sophomore,Yes,No,3.1,Around the Middle,PC,50,20,0,Yes,0,45,Occasionally,Occasionally,Occasionally,0,2,B,B,Right,Right,Left,Introvert,Fold,0,Left,36,98.6,Brown,No,10,44,Females,Same,Big Toe,25,10,20,40,20,0,Yes,50,16,Gilmore Girls,-1.821674403,0.015170239,0.0021299114
96,Female,65,160,130,Sophomore,Yes,Yes,3.31,Near the Front,PC,150,10,0,No,12,30,Frequently,Practically Every Time I Drive,Practically Every Time I Drive,0,3,A,A-,Right,Left,Right,Introvert,Crumple,0,Left,24,45.8,Blond,Yes,20,233,Females,Second Toe,Second Toe,85,95,65,70,50,100,Yes,65,5,Teen Mom,1.0666437371,0.0532004817,0.0026636985
97,Male,70,161,175,Junior,Yes,Yes,3.34,Around the Middle,PC,25,20,100,Yes,12,30,Occasionally,Frequently,Frequently,0,0,A,A,Right,Right,Left,Extravert,Crumple,1,Right,15,111,Brown,No,40,100,Same,Second Toe,Second Toe,60,75,50,50,30,0,No,80,15,Entourage,0.5759685021,0.0133462281,0.0001869735
98,Female,62,132,125,Junior,Yes,No,2.1,Around the Middle,Mac,15,35,0,No,0,4,Occasionally,Occasionally,Occasionally,1,4,C,B+,Left,Left,Right,Extravert,Crumple,0,Right,32,136.13,Brown,No,65,85,Same,Big Toe,Big Toe,30,25,30,45,25,0,No,65,9,TrueBlood,-0.754197705,0.0256103255,0.0006229334
99,Male,75,181,200,Sophomore,No,No,2.74,Near the Back,PC,100,0,0,Yes,0,10,Occasionally,Occasionally,Occasionally,0,0,B+,A-,Right,Varies,Left,Introvert,Fold,7,Left,18,94.1,Brown,No,10,40,Males,Same,Same,85,50,99,70,40,6.25,No,85,10,SportsCenter,-1.112063966,0.0187096593,0.000982464
100,Female,66,119,119,Junior,Yes,No,3.2,Around the Middle,PC,50,25,10,Yes,20,10,Frequently,Frequently,Practically Every Time I Drive,0,2,B+,A,Right,Left,Left,Introvert,Fold,0,Right,24,24,Brown,No,15,100,Same,Second Toe,Second Toe,10,10,5,50,15,7,No,20,20,house,-1.451204878,0.0240598982,0.0021633004
101,Male,69,125,145,Junior,No,No,3,Near the Back,PC,20,18,0,Yes,17,60,On Rare Occasions,Frequently,Frequently,0,0,A-,B,Right,Left,Left,Introvert,Fold,20,Right,24,11.1,Brown,No,60,85,Same,Second Toe,Second Toe,40,60,30,50,40,0,No,70,1,Sons of Anarchy,0.4245482539,0.0355966293,0.0002771999
102,Male,69,200,180,Sophomore,No,No,2.99,Around the Middle,Mac,20,15,0,Yes,0,90,Occasionally,Occasionally,Occasionally,0,0,B,B+,Right,Right,Right,Extravert,Fold,3,Left,34,17.3,Brown,No,10,179,Males,Big Toe,Big Toe,20,40,15,70,40,67,Yes,64,0,Lost,-0.637073523,0.0348025766,0.0006097659
103,Female,66,130,120,Sophomore,Yes,Yes,3.6,Around the Middle,PC,20,30,0,Yes,3,60,Frequently,Frequently,On Rare Occasions,0,2,A,B,Right,Right,Left,Extravert,Crumple,0,Right,13,7,Blond,No,50,50,Females,Second Toe,Second Toe,40,25,30,40,20,2,No,60,50,greys anatomy,-1.157926527,0.0127507645,0.0007215396
104,Female,67,140,125,Senior,Yes,No,3.54,Around the Middle,Mac,3,35,0,Yes,10,60,Occasionally,On Rare Occasions,On Rare Occasions,0,2,A,A,Right,Right,Left,Introvert,Fold,0,Left,38,199,Red,No,30,164,Females,Same,Second Toe,40,60,30,40,60,0,Yes,60,15,how i met your mother,0.2132109528,0.0123288098,0.0000236438
105,Male,71,165,180,Other,No,No,2.46,Around the Middle,PC,0,0,0,Yes,40,0,Occasionally,Never,Never,0,0,B-,B-,Left,Left,Right,Extravert,Fold,0,Right,33,14.3,Brown,No,14,35,Same,Second Toe,Second Toe,87,94,32,89,98,84,Yes,84,50,America's Got Talent,0.8779514265,0.0629126357,0.0021561925
106,Male,73.2,170,180,Junior,No,No,2.3,Around the Middle,Mac,35,15,0,Yes,16,60,Practically Every Time I Drive,Practically Every Time I Drive,Practically Every Time I Drive,0,0,C+,B+,Right,Right,Left,Introvert,Crumple,1,Left,20,371,Brown,No,40,204,Same,Second Toe,Second Toe,70,60,70,50,40,1,Yes,75,15,sportscenter,0.2996478099,0.0118878797,0.00004501
107,Female,69,165,140,Sophomore,Yes,No,3.23,Near the Front,Mac,10,55,0,Yes,6,120,Frequently,Occasionally,Occasionally,0,2,A-,A-,Right,Varies,Left,Introvert,Varies,0,Right,23,193,Brown,No,5,167,Same,Big Toe,Big Toe,95,50,65,30,30,5,No,90,10,Gossip Girl,-0.852682266,0.0249251319,0.0007743953
108,Female,61,120,115,Sophomore,No,Yes,3.4,Around the Middle,Mac,17,40,0,Yes,0,90,Occasionally,On Rare Occasions,On Rare Occasions,0,2,A,A,Right,Right,Left,Extravert,Varies,0.5,Left,30,865,Blond,No,50,57,Females,Big Toe,Big Toe,50,75,90,25,70,27.6,No,75,5,Greys Anatomy,0.504128015,0.0357087755,0.0003921364
109,Female,65,195,150,Junior,No,No,3.45,Near the Back,Mac,500,15,0,No,0,120,On Rare Occasions,On Rare Occasions,Never,0,4,A,A,Right,Varies,Left,Introvert,Fold,3,Left,32,137,Black,No,25,238,Same,Second Toe,Big Toe,5,5,20,30,50,0,No,75,1,Grey's Anatomy,-1.432607517,0.0462588652,0.0041477032
110,Male,71,148,160,Junior,Yes,Yes,2.6,Around the Middle,Mac,15,25,0,Yes,20,5,Frequently,Frequently,Frequently,0,0,C+,B+,Right,Right,Right,Extravert,Crumple,8,Right,13,0,Brown,No,0,210,Males,Second Toe,Second Toe,65,79.8,22,45,33,0,No,34,100,breaking bad,1.5783819719,0.0391769205,0.0042325281
111,Female,69,123,120,Freshman,Yes,No,4,Around the Middle,PC,150,40,100,Yes,0,120,Occasionally,Practically Every Time I Drive,Practically Every Time I Drive,0,2,A,A-,Right,Right,Left,Extravert,Crumple,0,Left,32,23.1,Brown,No,3,135,Females,Same,Second Toe,20,90,5,40,50,15,No,60,2,30 Rock,2.1337905564,0.0298965317,0.0058464883
112,Male,68,155,150,Sophomore,No,No,3.85,Near the Back,PC,25,20,0,Yes,0,30,Occasionally,Frequently,Frequently,0,0,A,A,Right,Right,Left,Extravert,Fold,0,Right,18,180,Brown,No,3,58,Males,Second Toe,Second Toe,75,75,50,75,50,0,No,75,20,prison break,0.0220742849,0.0124364591,2.5567823e-7
113,Male,72,200,200,Junior,No,Yes,3.1,Near the Back,Mac,10,10,0,Yes,16,30,Frequently,Frequently,Frequently,0,0,A,B+,Left,Left,Right,Extravert,Fold,1,Left,13,0,Brown,No,10,315,Same,Same,Same,50,50,75,75,75,0,No,80,60,eastbound and down,-0.697059107,0.0180643963,0.0003724504
114,Male,69,240,200,Junior,No,No,3.14,Near the Front,Mac,100,17,0,Yes,50,15,Occasionally,Occasionally,Occasionally,1,0,A,A,Right,Right,Left,Introvert,Fold,1.5,Right,24,10,Black,No,50,212,Same,Second Toe,Second Toe,5,20,6,10,5,0,Yes,34,30,Seinfeld,-0.378011284,0.051972586,0.0003264012
115,Female,64,150,135,Senior,Yes,Yes,3.57,Around the Middle,PC,20,15,5,No,8,2,Frequently,Frequently,Frequently,0,2,A,A,Right,Right,Left,Extravert,Crumple,0,Left,19,365,Brown,No,35,150,Same,Same,Same,50,70,50,40,30,2,No,80,30,Everybody Loves Raymond,0.7104327267,0.0101797494,0.0002162795
116,Female,65,115,110,Freshman,Yes,No,4,Near the Front,PC,100,20,2,Yes,0,30,Occasionally,Occasionally,On Rare Occasions,0,2,A,A,Right,Right,Right,Extravert,Crumple,0,Left,0,40,Brown,No,50,110,Same,Second Toe,Second Toe,30,70,10,15,60,0,Yes,60,8,Law and Order S.V.U.,1.5045952865,0.0233406005,0.0022542239
117,Female,62,160,130,Senior,Yes,No,2.59,Near the Front,PC,10,0,0,Yes,17,120,Occasionally,Occasionally,Occasionally,0,5,B,A-,Right,Right,Left,Extravert,Crumple,7,Right,30,270,Black,No,1,190,Females,Big Toe,Big Toe,30,30,10,40,30,0.47,No,60,12,Modern Family,-0.685784522,0.0272906117,0.0005497868
118,Female,63,117,110,Sophomore,Yes,Yes,2.89,Near the Back,PC,108,15,0,Yes,0,60,Frequently,Occasionally,Occasionally,0,5,A-,B+,Right,Right,Left,Introvert,Fold,15,Left,28,175,Black,No,2,205,Females,Big Toe,Big Toe,75,70,30,50,70,4,Yes,85,6,gossip girl,0.2247895898,0.0333217192,0.0000725749
119,Female,52,132,115,Sophomore,Yes,Yes,3.6,Near the Front,Mac,75,75,0,Yes,0,35,On Rare Occasions,On Rare Occasions,On Rare Occasions,0,5,A,A,Right,Right,Left,Introvert,Crumple,0,Right,40,169,Brown,No,35,200,Females,Big Toe,Big Toe,40,40,65,20,25,0.85,No,76,6,Desperate Housewives,-0.942904683,0.0548248804,0.0021487691
120,Male,69,150,150,Sophomore,No,No,3.3,Near the Back,Mac,50,20,0,Yes,9,120,Occasionally,Occasionally,Occasionally,0,0,B+,B+,Right,Right,Left,Introvert,Varies,3,Right,24,820,Brown,No,10,204,Males,Second Toe,Second Toe,90,90,90,91,99,0.56,No,87,8,sport center,0.156684439,0.0214551269,0.000022428
121,Male,70,170,170,Sophomore,No,No,2.89,Near the Front,Mac,50,15,0,Yes,0,120,Frequently,Practically Every Time I Drive,Practically Every Time I Drive,0,0,B+,A-,Right,Right,Left,Extravert,Crumple,15,Right,19,5.12,Brown,No,15,139,Females,Second Toe,Same,100,50,10,25,70,0,No,100,20,The Office,-0.94228645,0.0416343336,0.0016072189
122,Female,66,118,110,Sophomore,Yes,No,2.83,Around the Middle,PC,15,130,0,Yes,0,120,Frequently,Frequently,Occasionally,0,2,C,B,Right,Right,Left,Introvert,Crumple,0,Left,17,221,Brown,No,20,151,Same,Big Toe,Big Toe,45,30,15,30,45,1.1,Yes,75,15,scrubs,-0.670737462,0.0328492063,0.0006366849
123,Male,75,175,195,Sophomore,Yes,No,3.51,Somewhere Different All The Time,PC,25,0,0,Yes,0,20,On Rare Occasions,Occasionally,On Rare Occasions,0,0,A,A-,Right,Right,Left,Extravert,Crumple,1,Right,14,20.37,Blond,No,20,231,Males,Big Toe,Big Toe,70,70,85,50,60,0,No,75,40,Sports Center,0.2084627517,0.0149460073,0.0000274733
124,Female,63,125,115,Junior,Yes,No,4,Near the Front,PC,10,40,100,Yes,24,60,Occasionally,Occasionally,On Rare Occasions,2,6,A,A,Ambidextrous,Right,Left,Introvert,Fold,0,Left,30,12.3,Brown,No,10,72,Same,Big Toe,Big Toe,80,95,80,50,80,2.75,Yes,90,0,Grey's Anatomy,0.5760453615,0.039408585,0.0005672236
125,Female,64,135,125,Sophomore,Yes,No,3.88,Around the Middle,PC,20,30,0,Yes,16,60,Occasionally,Frequently,Occasionally,0,3,A,A,Right,Left,Left,Introvert,Crumple,0,Left,15,113.74,Brown,No,25,150,Females,Big Toe,Big Toe,50,80,50,60,60,0.74,No,65,8,arrested development,0.9076574527,0.0096366584,0.000334014
126,Male,72,230,215,Senior,Yes,No,2.39,Near the Front,PC,20,0,40,Yes,16,0,Frequently,Frequently,Frequently,0,0,B,B-,Right,Right,Left,Extravert,Fold,3,Right,26,176,Black,No,40,100,Females,Big Toe,Big Toe,70,85,60,75,40,0,No,85,4,Nip/Tuck,0.9181800806,0.0137935152,0.0004913055
127,Male,74,280,285,Junior,No,No,2.9,Around the Middle,PC,100,14,0,Yes,0,1,Occasionally,Practically Every Time I Drive,Practically Every Time I Drive,0,0,C+,B+,Right,Right,Left,Introvert,Fold,1,Right,10,286,Brown,Yes,50,500,Same,Second Toe,Same,50,50,90,60,80,0,No,70,50,east bound and down,-0.746915833,0.0602768666,0.0014910178
128,Female,66,130,100,Sophomore,No,No,3.6,Near the Front,PC,10,40,0,Yes,0,500,Occasionally,Never,On Rare Occasions,0,0,A,A-,Right,Varies,Left,Introvert,Fold,5,Right,0,7.4,Black,No,10,70,Same,Big Toe,Big Toe,40,30,20,40,30,0.5,Yes,70,1,none,-0.554290947,0.0908691058,0.0012795409
129,Male,73,180,175,Sophomore,Yes,Yes,3.45,Around the Middle,PC,150,20,100,Yes,0,30,Occasionally,Practically Every Time I Drive,Practically Every Time I Drive,0,0,A,A-,Right,Right,Left,Extravert,Fold,0,Right,12.8,0.5,Brown,No,33,179,Same,Big Toe,Same,85,95,50,97,99,23.72,No,85,24,Eastbound and Down,0.4595497438,0.0323053189,0.0002937579
130,Female,68,125,125,Sophomore,Yes,Yes,3.33,Around the Middle,Mac,20,0,0,No,0,1,Occasionally,Occasionally,Occasionally,0,3,C,A-,Right,Varies,Left,Extravert,Crumple,0.5,Left,18,744,Brown,No,60,130,Same,Second Toe,Second Toe,70,45,40,50,50,2.17,Yes,89,9,Gossip Girl,-0.939320367,0.0227381285,0.0008553818
131,Female,63,145,120,Sophomore,No,No,3.56,Near the Front,PC,100,25,100,Yes,15,120,Occasionally,On Rare Occasions,On Rare Occasions,0,6,C+,A,Right,Left,Left,Introvert,Varies,2,Left,20,660,Brown,No,3,165,Females,Second Toe,Second Toe,5,60,15,25,60,51.64,No,40,10,Bones,0.6239626649,0.0423393148,0.0007171965
132,Male,73,200,220,Junior,No,No,2.8,Near the Back,Mac,10,20,100,Yes,20,25,Occasionally,On Rare Occasions,On Rare Occasions,0,0,B+,B+,Right,Left,Left,Extravert,Fold,5,Left,15,4.9,Brown,No,10,70,Same,Second Toe,Second Toe,60,50,70,70,50,70,No,80,2,The Sopranos,-1.295819214,0.0399893161,0.0029143754
133,Female,68,125,115,Sophomore,Yes,No,3.86,Around the Middle,Mac,15,45,0,Yes,0,90,On Rare Occasions,On Rare Occasions,On Rare Occasions,0,4,A,A,Left,Left,Right,Introvert,Crumple,0,Right,40,380.63,Brown,No,25,141,Females,Same,Second Toe,25,70,25,35,25,0,Yes,50,7,Friends,1.2605793883,0.0189743026,0.0012806033
134,Female,66,139,135,Senior,No,Yes,3.55,Near the Front,PC,6,30,0,Yes,28,60,Occasionally,On Rare Occasions,On Rare Occasions,0,4,C+,B+,Right,Right,Left,Extravert,Varies,0,Left,0,78.2,Blond,No,4,89,Females,Same,Same,30,30,70,50,60,0,Yes,78,27,Chuck,-1.100939135,0.0270751343,0.0014054218
135,Male,65,130,130,Sophomore,Yes,No,3.8,Near the Back,PC,5,0,10,Yes,25,15,Frequently,Frequently,Frequently,0,0,A,A,Right,Left,Left,Introvert,Varies,1,Left,16,5.7,Brown,No,80,82,Same,Big Toe,Second Toe,10,10,10,10,1,0,No,60,30,30 rock,-1.172750479,0.0347017108,0.0020601049
136,Male,75,170,185,Junior,Yes,Yes,3.3,Near the Back,PC,20,23,0,Yes,0,120,Occasionally,Practically Every Time I Drive,Frequently,0,0,A,A,Right,Varies,Left,Introvert,Fold,10,Right,16.5,186,Brown,No,10,275,Same,Second Toe,Second Toe,35,65,35,20,25,50,No,80,14,Family Guy,1.2161699811,0.0323563759,0.0020607331
137,Male,69,167,160,Junior,Yes,No,2.72,Near the Front,PC,5,15,33,No,0,1,Occasionally,On Rare Occasions,Never,0,0,D+,A,Right,Right,Left,Extravert,Fold,3,Right,18,130,Brown,No,45,85,Females,Big Toe,Big Toe,60,75,40,90,10,0,No,72,25,The Office,0.7611954429,0.0174714258,0.0004293033
138,Female,65,175,145,Sophomore,No,Yes,3.26,Near the Front,PC,400,25,0,Yes,0,120,On Rare Occasions,On Rare Occasions,On Rare Occasions,1,9,A,A,Right,Right,Left,Extravert,Crumple,1,Right,23,190,Brown,No,25,134,Females,Big Toe,Big Toe,20,50,35,10,40,0.28,Yes,65,40,Criminal Minds,1.192668118,0.0466696824,0.0029014789
139,Female,59,160,145,Sophomore,Yes,Yes,3.43,Near the Front,Mac,100,40,0,Yes,15,180,Frequently,Practically Every Time I Drive,Practically Every Time I Drive,0,4,A,A-,Right,Varies,Left,Extravert,Crumple,1,Left,18,8,Brown,No,25,145,Females,Second Toe,Second Toe,70,85,90,95,75,0,Yes,75,20,Jersey Shore,0.4142151098,0.0338403235,0.0002503953
140,Female,66,120,120,Sophomore,Yes,No,3.15,Around the Middle,Mac,100,40,0,Yes,0,3,Occasionally,Frequently,Occasionally,0,3,C+,B+,Right,Right,Right,Extravert,Crumple,0,Right,17,181,Brown,No,5,218,Males,Same,Big Toe,40,30,50,70,30,0,No,80,10,Boy Meets World,-1.080695075,0.0130823381,0.0006450592
141,Male,73,185,185,Junior,Yes,No,2.24,Near the Front,PC,200,0,0,Yes,0,150,Occasionally,Occasionally,Occasionally,0,0,B-,C-,Right,Left,Right,Extravert,Crumple,0,Left,16,395,Brown,No,50,50,Same,Second Toe,Second Toe,70,40,60,50,40,0,Yes,80,20,family guy,-0.499556978,0.0204135164,0.0002166875
142,Male,65,125,115,Junior,No,No,3,Near the Back,PC,15,50,50,Yes,10,70,Occasionally,On Rare Occasions,On Rare Occasions,0,2,B+,A,Right,Right,Left,Introvert,Crumple,0,Left,18,168,Brown,No,10,100,Females,Big Toe,Big Toe,90,80,70,70,40,10,Yes,80,20,criminal minds,0.2963639389,0.0131438533,0.0000487426
143,Male,69,185,170,Sophomore,No,No,3.89,Near the Front,PC,20,25,0,Yes,0,600,Occasionally,Occasionally,Occasionally,0,0,A,A,Right,Right,Left,Extravert,Fold,1,Right,32,26,Black,No,10,256,Same,Second Toe,Same,90,99,90,99,99,0,No,100,20,It's Always Sunny in Philadelphia,0.8391273595,0.1245553406,0.0041742473
